name,logo,banner,description,tagLine,followerCount,website,domain,location,companyAddress,phone,industry,companySize,headquarters,founded,specialties,mainCompanyID,linkedinID,salesNavigatorLink,employeesOnLinkedIn,companyName,query,timestamp,companyUrl,error,isClaimable
Vezeeta,https://media.licdn.com/dms/image/C4D0BAQGj9beQ-JHIog/company-logo_200_200/0/1635755881764?e=1691625600&v=beta&t=6PBIAEr4s_h7Jk_ZFXssjcljhvp4rKSez6gMFjAsv_8,https://media.licdn.com/dms/image/D4E1BAQEIHMyrrSlIYw/company-background_10000/0/1682971948499?e=1683907200&v=beta&t=gH4vP4p6YIWkjXDtQLQc6I8hn7tdi22HeNKT4hoEys8,"Vezeeta is a patient-centric digital healthcare platform that is re-imagining the future of the out-patient globally. As a a single point-of-care, the platform offers convenient and unparalleled digital journeys to 10 million patients across 78 cities via three outpatient touchpoints –Doctors Consultations, Pharmacy and Diagnostics. 
 
Recognized as one of the ‘Most Innovative Company’ by Fast Company and as one of the ‘Top 5 Startups’ by Forbes Middle East, Vezeeta has built an unmatched tech and operational powerhouse that ensures patients’ easy access to healthcare across its growing footprint.",#FutureofHealth,172112,http://www.vezeeta.com,vezeeta.com,Dubai,"Platinum Tower, JLT, Cluster I, Dubai, AE",,IT Services and IT Consulting,201-500 employees,"Dubai, United Arab Emirates",2012,"Healthcare IT, Healthcare Practice Management, Physician Practice, Medical Knowledge Support, Patient Relationship Management, Cloud Computing, Electronic Health Records, and Medical Applications",2574992,2574992,https://www.linkedin.com/sales/company/2574992/,419,Vezeeta,https://www.linkedin.com/company/2574992/,2023-05-05T15:43:30.937Z,https://www.linkedin.com/company/vezeeta/,,
Lava International Limited,https://media.licdn.com/dms/image/C510BAQGOerly-cStPg/company-logo_200_200/0/1525091475335?e=1691625600&v=beta&t=5H2mMJ2MlzkxRpr1_F6oYe3pKqRaq2NSH41UM-aGABs,https://media.licdn.com/dms/image/C4D1BAQFS0ZZt3ehwRg/company-background_10000/0/1649328068162?e=1683907200&v=beta&t=EGMZRn4K3qx3W4y3KKE3OOhMkBsbZa96KN-8nmgnkq4,"LAVA International Ltd is one of the fastest growing mobile handset companies in India. Established in 2009, Lava has emerged as a dominant player in the market; having consolidated its position among the top 3 Indian brands. With “Create Possibilities” as its guiding principle, LAVA has embarked on an ambitious journey of empowering every human with quality innovative products. Integrity, Adaptability and Passion for Excellence are the key values that the company lives by.
","To empower people to do more, to be more.",79989,http://www.lavamobiles.com,lavamobiles.com,Noida,"A-56, Sector 64,, Noida, Uttar Pradesh 201301, IN",0120-4637100,Telecommunications,"1,001-5,000 employees","Noida, Uttar Pradesh",2009,"Mobile Handsets, IT Accessories, and Tablets",361493,361493,https://www.linkedin.com/sales/company/361493/,4040,Lava International Limited,https://www.linkedin.com/company/361493/,2023-05-05T15:43:40.022Z,https://www.linkedin.com/company/lava-international-limited/,,
Shieldfy,https://media.licdn.com/dms/image/C4E0BAQF7dKifAIcuIg/company-logo_200_200/0/1537027061409?e=1691625600&v=beta&t=vKSiZSPhIxxVC_Rrqmix_to_EeFXPHPC30b6LFcNxpw,https://media.licdn.com/dms/image/C4D1BAQGauNRXdz0HXw/company-background_10000/0/1574107085047?e=1683907200&v=beta&t=AlMDaIwwEA8B2ZBUyxok8WTLj9Xny8TOGjy11I4dcCU,Shieldfy is a cloud-based security shield for your website to protect it from cyber attacks and malwares.,"A cloud software designed by developers for developers to help them protect their web applications.
",391,http://shieldfy.com,shieldfy.com,Alexandria,"16 Ibrahim Noser, Louran, Alexandria,   EG",,Information Technology & Services,2-10 employees,,2015,,10577176,,https://www.linkedin.com/sales/company/10577176/,,Shieldfy,https://www.linkedin.com/company/10577176/,2023-05-05T15:43:49.228Z,https://www.linkedin.com/company/shieldfy/,,
Advanced Institute of Industrial Technology,https://media.licdn.com/dms/image/C4E0BAQGNhAOqDy8Z9g/company-logo_200_200/0/1519910681978?e=1691625600&v=beta&t=4_1iCp3eV8x4qS4gvszc50WQAR7KFL_v6_wk9wgUkUo,,Advanced Institute of Industrial Technology is a public university of Tokyo.is It established to train advanced professionals who will become industry leaders in Japan’s capital of Tokyo. It have two graduate programs in professional courses: Information Systems Architecture and Innovation for Design and Engineering.,,102,http://aiit.ac.jp/,aiit.ac.jp,Shinagawa,"Shinagawa, Tokyo 140-0011, JP",,Research,51-200 employees,"Shinagawa, Tokyo",2006,,917120,917120,https://www.linkedin.com/sales/company/917120/,29,Advanced Institute of Industrial Technology,https://www.linkedin.com/company/917120/,2023-05-05T15:43:57.741Z,https://www.linkedin.com/company/advanced-institute-of-industrial-technology/,,
,,,,,,,,,,,,,,,,,,,,,https://linkedin.com/company/13010438/,2023-05-05T15:44:45.167Z,,Couldn't load company page,
RunProf LLC,https://media.licdn.com/dms/image/C4E0BAQFvAAz2dW57GQ/company-logo_200_200/0/1568646938036?e=1691625600&v=beta&t=h7SbRUVl2wFHj3ZFP17oABJfA_TgqhGPCxuYWx2NVNo,https://media.licdn.com/dms/image/C4D1BAQGnepPB8aPqwg/company-background_10000/0/1628509914378?e=1683910800&v=beta&t=TkJeVQG37lPCMNXW1gxVI7-DSmtjzdDMdu7Vj7Yf_zU,"RunProf LLC  is a Mobile & Web & Game Development Company, we create and design custom apps and websites and games at the highest quality to satisfy our customers. RunProf headquartered in Alexandria, Egypt since 2019. We depend on software outsourcing to fulfill our customer's dream and to promote our brand.

visit our website :  www.runprof.com

follow us:
http://bit.ly/RP-facebook
http://bit.ly/RP-instagram
http://bit.ly/RP-twitter
http://bit.ly/RP-youtube

",Let's run professionally to success,1773,http://www.runprof.com,runprof.com,Alexandria,"Alexandria, Egypt 002, EG",+2035217285,Software Development,11-50 employees,"Alexandria, Egypt",2019,,13010438,13010438,https://www.linkedin.com/sales/company/13010438/,26,RunProf LLC,https://www.linkedin.com/company/13010438/,2023-05-05T16:23:45.199Z,https://www.linkedin.com/company/runprofllc/,,
Money Fellows,https://media.licdn.com/dms/image/C4D0BAQGD3otvaD7ByA/company-logo_200_200/0/1674402130669?e=1691625600&v=beta&t=yvStB4to6MRoIaVSSYYpFVQRafM5p9xDaH-xM9utE-4,https://media.licdn.com/dms/image/D4D1BAQFXxfpiY17b7A/company-background_10000/0/1667484957552?e=1683910800&v=beta&t=QPpQkAp7NmvFPlPV3A1cfl6XotmgI1SLBdu9xytJvz4,The first and biggest Money Circles app in Egypt under the supervision of CBE.,Trusted Money Circles,55819,https://www.moneyfellows.com,https://moneyfellows.com,New Cairo 1,"Nestle Egypt Head Office, خدمات شارع التسعين الشمالي، New Cairo 1, Cairo Governorate, Nestle Egypt Head Office, New Cairo 1, Cairo Governorate  EG",19686,Financial Services,51-200 employees,"New Cairo 1, Cairo Governorate",2018,"Financial Services, Saving plan, Credit, Social, ROSCA, Information Technology, and Fintech",5213316,5213316,https://www.linkedin.com/sales/company/5213316/,240,Money Fellows,https://www.linkedin.com/company/5213316/,2023-05-05T16:23:54.447Z,https://www.linkedin.com/company/moneyfellows/,,
Eng Break,https://media.licdn.com/dms/image/C560BAQEmpEpqFro1Rw/company-logo_200_200/0/1532955117507?e=1691625600&v=beta&t=2T0oYUMB0dHx6PvuL8LlobxD6b_HmruWMxWrSMrSm3U,https://media.licdn.com/dms/image/C561BAQHRu2W495Fceg/company-background_10000/0/1534854572428?e=1683910800&v=beta&t=SCtjKlQZy2E2ai5fNX-RoOLPmE3sHaFR638-tGoxhEw,"Non-Profit Organization, Student Activity at Faculty of Engineering, Cairo University. It founded in 2011.
today we are one of the most effective student activities that has an impact on students through our events which is : -opening ceremony .              - لتعارفوا.              -academic project.             - لبدنك حق .             -closing.  
The design, development, growth and success of these events—and many more—is thanks to the innovative and insightful minds of our people.  as here we learn how to impact students life to invest in students minds supporting our society.

Our Mission:
“Providing creative projects focusing on values of pioneers generation.”
Values:
-Uniqueness
-Sincerity
-Excellence
-Loyalty
-Flexibility
-Intention",,516,http://engbreak.org/,engbreak.org,Giza,"Cairo university street - Giza-., Cairo university street - Giza-, Giza, Cairo 11721, EG",,Education Administration Programs,51-200 employees,"Giza, Cairo",2011,"technical courses, courses, sports, and cultures",18744294,18744294,https://www.linkedin.com/sales/company/18744294/,34,Eng Break,https://www.linkedin.com/company/18744294/,2023-05-05T16:24:02.451Z,https://www.linkedin.com/company/eng-break/,,
Homzmart,https://media.licdn.com/dms/image/C560BAQGiaXnlCr-ojQ/company-logo_200_200/0/1551691581109?e=1691625600&v=beta&t=nEJ7qpwHqdjeyw-TJLb9it7b9QvwuUwRv6zeo4YyjLo,https://media.licdn.com/dms/image/C561BAQFTY1X51WZKeg/company-background_10000/0/1564403244428?e=1683910800&v=beta&t=7-cU06MDcJbwnZgTy3VbkwK4vygg-53khg27-o4Umh8,"Homzmart is an eCommerce platform that sells home furniture, home décor, lighting and home supplies through a visualized community.",Homzmart is a One-Stop-shop platform specialized in home goods and furniture sector through visual content technologies,42748,http://www.homzmart.com,homzmart.com,Cairo,"Cairo, Cairo 11765, EG",,"Technology, Information and Internet",201-500 employees,"Cairo, Cairo",2020,"Home Improvement, Ecommerce, Home Directory, technology, and Home Shopping",11734722,11734722,https://www.linkedin.com/sales/company/11734722/,325,Homzmart,https://www.linkedin.com/company/11734722/,2023-05-05T16:24:11.253Z,https://www.linkedin.com/company/homzmart/,,
AngelHack,https://media.licdn.com/dms/image/C560BAQFpOhTOnklUWw/company-logo_200_200/0/1604913210676?e=1691625600&v=beta&t=wE5jMavqnM2J-8FEGpab65S2ZzggBB3C9q7N1RmEJFM,https://media.licdn.com/dms/image/D4D1BAQG8j5_mYGkcqg/company-background_10000/0/1653551150746?e=1683910800&v=beta&t=yGQ-7g5H6n8Ety9Jgf9RK5AuqmTBE1uvP6bjhd5XyrQ,"For over twelve years, AngelHack has been a global leader in developer relations and marketing, we help tech companies get their products into the hands of developers across the world.

We offer end-to-end developer relations and marketing support for corporates, government entities, and nonprofit organizations. We have served more than 250 leading organisations including Meta, Google, Mastercard, Intel, Nvidia, IBM, Circle, Polkadot etc.

AngelHack has a community of more than 300,000 developers and has introduced hackathons, virtual competitions, accelerator programs, meetups, and developer marketing to over 100 cities around the globe.

Find out more ➡️  www.angelhack.com.",The Global Leader in Developer Relations,9003,http://www.angelhack.com,angelhack.com,San Francisco,"1459 18th Street, PMB #192, San Francisco, 94107, US",,"Technology, Information and Internet",51-200 employees,"San Francisco, California",2011,"Event Services, Hackathons, Startups, Developer Communities, Marketing Services, Education Technology, and Innovation",2818377,2818377,https://www.linkedin.com/sales/company/2818377/,116,AngelHack,https://www.linkedin.com/company/2818377/,2023-05-05T16:24:20.049Z,https://www.linkedin.com/company/angelhack/,,
King Saud University,https://media.licdn.com/dms/image/C560BAQGsF4tX875gZw/company-logo_200_200/0/1519894583899?e=1691625600&v=beta&t=4VCJ_dfxFwIjhmX3xJ9FqACVpsZboeKYr0JnNqq7RqQ,,"1st University in Saudi Arabia.
KSU Mission:
To provide students with a quality education, conduct valuable research, serve the national and international societies and contribute to Saudi Arabia’s knowledge society through learning, creativity, the use of current and developing technologies and effective international partnership.",,202458,http://www.ksu.edu.sa/,ksu.edu.sa,Riyadh,"P.O. BOX 2454، الرياض, Riyadh, Riyadh 11451, SA",96614670888,Higher Education,"5,001-10,000 employees","Riyadh, Riyadh",1957,"Humanities, Sciences, Engineering, Health Sciences, Research, and IT",275683,275683,https://www.linkedin.com/sales/company/275683/,11814,King Saud University,https://www.linkedin.com/company/275683/,2023-05-05T16:24:27.813Z,https://www.linkedin.com/school/king-saud-university/,,
Secomind.AI,https://media.licdn.com/dms/image/C560BAQE25TTFSYrWrQ/company-logo_200_200/0/1671535329626?e=1691625600&v=beta&t=XOSC4INEAPTwwnktmWdKLV9_-49IlXt8lsn5NkWO0PY,https://media.licdn.com/dms/image/C561BAQHdpK0mKJ80vg/company-background_10000/0/1653104406654?e=1683910800&v=beta&t=HBwrTLKVTXUVDjyPU0XKFCjM0XOHgcjFXJlmwh2wkJ8,"We are Data Scientists, Neuroscientists, Software Engineers, Hardware Engineers, and Cloud SREs advancing the state of the art of AI and IOT. 

SECOMIND delivers a comprehensive  AI/IOT platform and a large and growing family of turnkey applications - Vending Machines, Agriculture, Defense, Manufacturing, and Healthcare.   Examples include high-value AI/IOT applications for reliability, forecasting, device health, supply chain optimization, search and rescue, drone detection and classification, energy management, augmented reality, customer engagement, and more.

 

SECOMIND delivers a comprehensive  AI/IOT platform and a large and growing family of turnkey applications - Vending Machines, Agriculture, Defense, Manufacturing, and Healthcare.   Examples include high-value AI/IOT applications for reliability, forecasting, device health, supply chain optimization, search and rescue, drone detection and classification, energy management, augmented reality, customer engagement, and more.","AI/IOT Software for Accelerating digital transformation
",2524,https://secomind.ai,https://secomind.ai,San Jose,"1630 Oakland Rd, San Jose, California 95131, US",,IT Services and IT Consulting,201-500 employees,"San Jose, California",2018,,18850985,18850985,https://www.linkedin.com/sales/company/18850985/,119,Secomind.AI,https://www.linkedin.com/company/18850985/,2023-05-05T16:24:35.735Z,https://www.linkedin.com/company/secomind/,,
Ahram Canadian University - ACU,https://media.licdn.com/dms/image/C4E0BAQF-4QxddHmc9w/company-logo_200_200/0/1519906891144?e=1691625600&v=beta&t=ndaGk2zLg906At3XyfmMjxyZ33hLg2JogO9wSx3w4mM,,"Ownership of the ACU Corporation will be 100% for Al-Ahram Establishment, this ownership structure differentiates ACU from other private universities in Egypt, Since the long established organizational history, institutional capacity and public spirit of its owner, Al-Ahram, would put it in a more transparent and institutionalized position than that of other private universities whose proprietorships are often more personal or commercial.

A Board of Trustees, established in accordance with the Egyptian rules and regulations concerning private universities, will have the final authority for the management and control of the ACU, its property, revenues, business and affairs. It will be composed of up to 15 members, 14 of them to be appointed by the General Assembly of shareholders; the other member, being the President, is to be selected by the Board but appointed by the Minister of Higher Education, upon recommendation from the Board. The President of the University is ex-officio voting member of the Board of Trustees.

The Board of Trustees will appoint a three member Executive Committee, the Chair of the Board, the Vice Chair and the President. The executive committee meets on a regular basis to follow up on board of Trustees decisions and prepare the agenda for the following Board of Trustees meeting. The Board of Trustees can establish, as needed, other committees or commissions reporting to the Board.",,12452,http://www.acu.edu.eg/,acu.edu.eg,Cairo,"Banks District - 4th Industrial Zone, 6 October City, 12451, Cairo, 6th October  EG",+2 19228,Higher Education,201-500 employees,"Cairo, 6th October",2005,Higher Education,15133751,15133751,https://www.linkedin.com/sales/company/15133751/,797,Ahram Canadian University - ACU,https://www.linkedin.com/company/15133751/,2023-05-05T16:24:43.648Z,https://www.linkedin.com/school/ahram-canadian-university---acu/,,
BioBusiness,https://media.licdn.com/dms/image/C4D0BAQElabpCfsO4RA/company-logo_200_200/0/1646816992646?e=1691625600&v=beta&t=uZSzhtZYn5V5lFiutZ_6AJZ2zqnEO5HqS_UfoFv6akg,,"We design, develop, manufacture and distribute medical and electronic products/solutions with a focus on incorporating IoT technologies in these products/solutions.  We have our own products and work also as an OEM/ODM supplier for several international reputable customers among them many multinational companies. We offer one stop service for contract manufacturing. 

Our company BioBusiness incorporated in 2009 in Cairo, Egypt by three Egyptian entrepreneurs. Our main R&D center is located in Cairo, Egypt.

We committed to deliver highest long-term investment results for investors. R&D and innovation is keystone in company culture. We actively participated in leading medical exhibitions, and has attracted potential OEM/ODM opportunities overseas, and now intend to scale up our business performance through solid funding from private investors",,12211,http://www.biobusiness-eg.com/,biobusiness-eg.com,Giza,"5th floor ,157 Alharam St, in the front of Ahli United Bank, Giza, Egypt 12111, 

Phone: +20233996075
Fax:      +20233996075
E-mail: contactus@biobusiness-eg.com, Giza, Cairo Giza, EG",20233996075,Medical Equipment Manufacturing,51-200 employees,"Giza, Cairo",2009,"Engineering, Medical Devices, and Product Development",733015,733015,https://www.linkedin.com/sales/company/733015/,48,BioBusiness,https://www.linkedin.com/company/733015/,2023-05-05T16:24:52.237Z,https://www.linkedin.com/company/biobusiness-eg/,,
MitchDesigns,https://media.licdn.com/dms/image/C4D0BAQGPxToIWsAaYA/company-logo_200_200/0/1679737614912?e=1691625600&v=beta&t=u-P6VfIEx4Gu-ZTEFvTGiGlJwk2sgcbdd4ZjIN-Ve5I,https://media.licdn.com/dms/image/D4D1BAQEQUuo4-lKaSA/company-background_10000/0/1679398949247?e=1683910800&v=beta&t=dsGVpEmkJzQfdAKFbOBzuUJUQv12xLMYD2sAm0dI3Yo,"MitchDesigns was founded in 2005 to lead the digital transformation era and position as the leading web design & development company in Egypt & Gulf Region.

The company specializes in turning your website into a gate to scale your brand and grow your revenues online. 

Everything the team does aim to help you grow exponentially by building a customized website that reflects your brand identity with innovative user experience design and pixel-perfect interfaces.

A team of expert designers, developers, and marketers is here with exclusive follow-up, maintenance, and technical support services for our clients.","Founded in 2007, MitchDesigns is the leading web design and eCommerce in Egypt.",1275,http://www.mitchdesigns.com,mitchdesigns.com,Cairo,"22 EL Horrya, Al Merghany, Heliopolis, Cairo, Heliopolis 11341, EG",,Internet Publishing,11-50 employees,"Cairo, Heliopolis",2005,"Web Design, Web Developing, UX, and UI Designs",2420540,2420540,https://www.linkedin.com/sales/company/2420540/,22,MitchDesigns,https://www.linkedin.com/company/2420540/,2023-05-05T16:25:00.090Z,https://www.linkedin.com/company/mitchdesigns/,,
Gedaar ,https://media.licdn.com/dms/image/C4D0BAQH6PqtfJQxS9Q/company-logo_200_200/0/1519865089448?e=1691625600&v=beta&t=Zuie_nR5wJpdt9z_mOFoYrR0Msmh2iHw38RvlXERIrs,,"Gedaar is a place where many security addicts met at ITI Cyber Security Track  and decided to make a portal where they can share their knowledge and spread security awareness.

Our mission is to spread security awareness all over the world.Through many means of communication we will elaborate and conduct a lot of security topics that will benefit you.",,118,,,Giza,"Smart Village, Giza, Giza 11765, EG",,Computer and Network Security,11-50 employees,"Giza, Giza",2017,"cyber security, security, and security awareness",18349503,,https://www.linkedin.com/sales/company/18349503/,,Gedaar ,https://www.linkedin.com/company/18349503/,2023-05-05T16:25:07.617Z,https://www.linkedin.com/company/gedaar/,,
Amisol Travel AS,https://media.licdn.com/dms/image/C4D0BAQGeS3gCZ-cZ8g/company-logo_200_200/0/1519951030908?e=1691625600&v=beta&t=3sNNOS1hgbFk28NX5r8Q6hzztfNG9Wi-BLEtGKu5N08,https://media.licdn.com/dms/image/C4E1BAQFaVEcKLXycgQ/company-background_10000/0/1632215747667?e=1683910800&v=beta&t=NqZTjH7mkIJTa752R1D7eWk7XnY1xnTvNj32aiCSY7Y,"Amisol Travel AS has more than 20 years experience in the travelling business. 

The company was established in 1991 under the name Pyramidene Reiser AS. From the beginning Pyramidene Reiser contemplated historic trips and cruises on the Nile in Egypt. From 1997, Pyramidene Reiser began contemplating trips to Sharm el Sheikh, as the first Scandinavian travel company. The company expanded further with trips to multiple destinations in countries such as Egypt, Greece and Spain. Hellas Wings AS became a part of Pyramidene Reiser AS in 2007 and the company changed  name to Amisol Travel AS.

Amisol Travel currently offers charter flights to destinations in Egypt, Turkey, Greece and Tunisia from Norway and Denmark.",,641,http://www.amisol.no/,amisol.no,Drammen,"Bragernes Torg 4, Drammen, NO",,Travel Arrangements,51-200 employees,,1991,"Travel, Charter, Tourism, Egypt, Sharm el Sheikh, Turkey, Alanya, Greece, Kreta, and Santorini",3201887,3201887,https://www.linkedin.com/sales/company/3201887/,29,Amisol Travel AS,https://www.linkedin.com/company/3201887/,2023-05-05T16:25:15.485Z,https://www.linkedin.com/company/amisol-travel-as/,,
WUZZUF,https://media.licdn.com/dms/image/C4D0BAQGUkxxlbJ6P4Q/company-logo_200_200/0/1602588776206?e=1691625600&v=beta&t=T326j8C89wvhM-gjCKx1djePNTmDWBbrCLHAe-r_8EU,https://media.licdn.com/dms/image/D4D1BAQHdUWVS4ctrPA/company-background_10000/0/1665491404200?e=1683910800&v=beta&t=j1uEczsIOFvRZk_pwtXAt-r8B2h2dr8ElMa-B12btHA,"WUZZUF is the #1 Career Destination in Egypt serving more than 500,000 job seekers each month and more than 15,000 of Egypt's top companies actively posting jobs and searching for talent. 

Since 2012, companies posted 500k vacancies on WUZZUF, leading to more than 10 million applications made and 200k professionals hired through the platform. WUZZUF will not cease here but will continue its goal to help 1 million professionals get hired by 2020. 

If you are looking for a job, we will help you discover your talents and skills, show them to employers, and get hired. 

If you are looking to hire, go to WUZZUF and register for an employer account to post your open vacancies and search our top quality database.",Egypt's #1 Jobs Site,1170691,https://bit.ly/3bjCoVM,https://bit.ly/3bjCoVM,Cairo,"Maadi, Cairo, Cairo 21211, EG",,Staffing and Recruiting,51-200 employees,"Cairo, Cairo",2012,"Hiring, Recruitment Solutions, Jobs, Career Advice, Recruitment Services, Talent Profiling, Employment, Careers, Jobs Portal, and Jobs Website",2541858,2541858,https://www.linkedin.com/sales/company/2541858/,265,WUZZUF,https://www.linkedin.com/company/2541858/,2023-05-05T16:25:24.178Z,https://www.linkedin.com/company/wuzzuf-com/,,
Otocab,https://media.licdn.com/dms/image/C4E0BAQHd-nCjSNacsw/company-logo_200_200/0/1605548483361?e=1691625600&v=beta&t=vHpEs22Kl77_UcguvTbNSxA5RdEoMbgUQHhrDoevPc0,,"Our target is to provide the cheapest ,safest ,and most reliable service in Egypt.Soon we will expand our services in most of the Egyptian cities and the globe .We have been working for so long to collect ideas and functions to work for you.","Our target is to provide the cheapest ,safest ,and most reliable service in Egypt.",118,,,giza,"giza, Cairo  EG",,Strategic Management Services,11-50 employees,"giza, Cairo",2019,,34604385,34604385,https://www.linkedin.com/sales/company/34604385/,3,Otocab,https://www.linkedin.com/company/34604385/,2023-05-05T16:25:31.582Z,https://www.linkedin.com/company/otocab/,,
Cloudastick Systems,https://media.licdn.com/dms/image/C4D0BAQGDVWrOnvJBvA/company-logo_200_200/0/1671975395006?e=1691625600&v=beta&t=hSjEselxJNKbI_8YA2YS4TVtdS4uV2FFVQ8ffJtiGoM,https://media.licdn.com/dms/image/D4D1BAQF7NMfDIDvyTg/company-background_10000/0/1671974486099?e=1683910800&v=beta&t=crWJPPjyb3VejTR2HHbMYXyRR8dA0wIbAP--rKb_QNY,"Cloudastick Systems provides state-of-the-art CRM solutions using Salesforce.com platform. Whether your business is big or small, we will always have the right solution(s) for you!",Salesforce Registered Partner in Egypt,1931,http://www.cloudastick.com,cloudastick.com,Cairo,"2 New Marwa Buildings, Ahmed Tayseer st., Cairo, Cairo Governorate 11341, EG",,IT Services and IT Consulting,11-50 employees,"Cairo, Cairo Governorate",2016,"Salesforce.com, SFDC, and Sales Automation",12906262,12906262,https://www.linkedin.com/sales/company/12906262/,10,Cloudastick Systems,https://www.linkedin.com/company/12906262/,2023-05-05T16:25:39.474Z,https://www.linkedin.com/company/cloudastick/,,
Roadtrip Nation,https://media.licdn.com/dms/image/C510BAQEGV9wUc503bw/company-logo_200_200/0/1519889603890?e=1691625600&v=beta&t=5zTwS94zgAx1nN1VyJAodlnln_jw245ZpRc7idAcNRc,https://media.licdn.com/dms/image/C561BAQEQJNcJyhgHJg/company-background_10000/0/1615842525194?e=1683910800&v=beta&t=3Xq3qT4r0faC2Z-jQwkbVyg4xpch6-3TDVlWkOAlfxI,"Roadtrip Nation creates and distributes best-in-class career exploration content, products, and experiences to help individuals pursue fulfilling careers based on what’s important to them. We’re one part media company, one part career education platform, and one hundred percent mission-driven.

We believe there’s power in doing work that’s true to who you are. That’s why we’ve dedicated ourselves to helping people explore career possibilities that connect to their interests. We seek out inspiring individuals who’ve built lives around what they love, then share their stories in award-winning documentaries on public television and an online archive featuring thousands of conversations about struggle and success. We also provide a process for how to navigate the career journey, with curriculums, career discovery resources, live events, and our New York Times best-selling career guide, Roadmap. Along the way, we have benefited from world-class partnerships with great brands, foundations, and people who are passionate about making change in the world. 

We took our first road trip in 2001, driven by the question of how to build a life doing what you love. The answers we found showed us that this was bigger than our journey alone. Since then, we’ve been driven by one mission: to create a movement of people empowered to define their own roads in life.
",,5638,http://roadtripnation.com,roadtripnation.com,Costa Mesa,"1626 Placentia Ave., Costa Mesa, CA 92627, US",,Media Production,51-200 employees,"Costa Mesa, CA",,"Career Exploration, Storytelling, Documentaries, Education Products and Tools, Educational Curriculum, Interactive Lessons, Project-based Learning, College and School Campus Tours, Live Student Engagement Events, Resources for Students and Career Changers, Public Television, Books, Online Video Library, Content Production, Leadership Interviews, Corporate Social Responsibility, and Road Trips",222975,222975,https://www.linkedin.com/sales/company/222975/,98,Roadtrip Nation,https://www.linkedin.com/company/222975/,2023-05-05T16:25:46.794Z,https://www.linkedin.com/company/roadtrip-nation/,,
HP,https://media.licdn.com/dms/image/C560BAQGQUly5Dyv8GA/company-logo_200_200/0/1657298369865?e=1691625600&v=beta&t=eguGRowgBxQOepwrPNUTk5IQTBaLqGXWQUeBfyswyiE,https://media.licdn.com/dms/image/D561BAQHUTuxClu0QmA/company-background_10000/0/1681490755120?e=1683910800&v=beta&t=SLWwMOYdURxCeccarpHJinStKa0B0xHPBy4sPLMh4OQ,"Our vision is to create a world where innovation drives extraordinary contributions to humanity. This vision guides everything we do, how we do it, and why we do it. 

Our technology – a product and service portfolio of personal systems, printers, and 3D printing solutions – was created to inspire our vision and we are doing everything in our power across climate action, human rights, and digital equity to make it so.

We believe thoughtful ideas can come from anyone, anywhere, at any time. And all it takes is one to change the world.
",,5213656,http://www.hp.com,hp.com,Palo Alto,"1501 Page Mill Road, Palo Alto, 94304, US",,IT Services and IT Consulting,"10,001+ employees","Palo Alto, CA",,,5390798,5390798,https://www.linkedin.com/sales/company/5390798/,134573,HP,https://www.linkedin.com/company/5390798/,2023-05-05T16:25:54.991Z,https://www.linkedin.com/company/hp/,,
Phantasm Solutions,https://media.licdn.com/dms/image/C4E0BAQECGBnIKCAmMA/company-logo_200_200/0/1611864432815?e=1691625600&v=beta&t=buB-Mun6QPgCSq5vII-mekZCaAZrynparCw3y5jqZxE,https://media.licdn.com/dms/image/C4E1BAQG9vWIYhW56gw/company-background_10000/0/1611864299231?e=1683910800&v=beta&t=qAHTgOrNAiocu2c8SFfkMWyQIiicid8SdtoN_1lhCAk,"Phantasm offers Software solutions; websites, mobile applications.. you name it! We are motivated by the type of work we do for two specific reasons... 1.We enjoy it. 2.It has become a necessity to each and every business. We love what we do and we totally believe we were born for it... And maybe that's why our clients think ""Phantasm"" is Fantastic! ","We develop mobile apps, web platforms, we gamify content.. oh wait and we make games!",558,http://www.phantasm.biz,phantasm.biz,Cairo,"Greek campus, Tahrir square, Downtown, 017, Cairo,  11668, EG",00201221599284,Software Development,11-50 employees,,2017,,37399139,37399139,https://www.linkedin.com/sales/company/37399139/,16,Phantasm Solutions,https://www.linkedin.com/company/37399139/,2023-05-05T16:26:03.423Z,https://www.linkedin.com/company/phantasm-solutions/,,
Genwin,https://media.licdn.com/dms/image/C4D0BAQFIqVSwIErVmQ/company-logo_200_200/0/1643161944879?e=1691625600&v=beta&t=UmstG0uRGPTovRFgr1cGxl_Ku4uLAMhopYwWp23OQS8,https://media.licdn.com/dms/image/C4D1BAQGvf7n5Q2L7zA/company-background_10000/0/1643162753759?e=1683910800&v=beta&t=gLxJ5lVvtHTMXj3jDCK5VZgO0D6SxTNB5t___jhSs4E,"Fan engagement and monetization platform for independent creators. 
Genwin enables creators to build and shape their digital economy. Creators can charge for VIP membership access, exclusive digital content, launch their own community token, create NFTs, sell merchandise, promote affiliates, activate exclusive VIP experiences, all under their own brand.",Power To The Creators!,1447,https://genwin.io,https://genwin.io,Lewes,"16192 Coastal Hwy, Lewes, 19958, US",,"Technology, Information and Internet",11-50 employees,"Lewes, Delaware",2020,,52195293,52195293,https://www.linkedin.com/sales/company/52195293/,36,Genwin,https://www.linkedin.com/company/52195293/,2023-05-05T16:26:11.836Z,https://www.linkedin.com/company/genwin/,,
